股票代码,股票名称,所属行业,得分,5日均成交量,成交量
600545,卓郎智能,专用设备,100.0,96172.0,193624.0
600546,XD山煤国,煤炭行业,73.041,377620.4,463232.0
600547,山东黄金,贵金属,11.071,444518.0,321854.0
600548,深高速,铁路公路,41.883,56550.4,48261.0
600549,厦门钨业,小金属,67.9,152876.2,93233.0
600550,保变电气,电网设备,62.021,78420.2,59275.0
600551,时代出版,文化传媒,11.504,181502.6,277788.0
600552,凯盛科技,光学光电子,32.308,193414.4,145052.0
600556,天下秀,文化传媒,77.64,698995.4,442528.0
600557,康缘药业,中药,19.857,121186.2,135762.0
600558,大西洋,通用设备,30.928,131864.8,112249.0
600559,老白干酒,酿酒行业,37.518,294600.0,144472.0
600560,金自天正,专用设备,51.224,36810.4,32764.0
600561,江西长运,铁路公路,58.803,49061.2,29882.0
600562,国睿科技,通信设备,52.106,104916.6,53848.0
600563,法拉电子,电子元件,98.738,23947.2,15092.0
600565,迪马股份,房地产开发,91.111,231892.0,226662.0
600566,济川药业,中药,19.584,122467.8,96292.0
600567,山鹰国际,造纸印刷,83.636,269028.2,167572.0
600569,安阳钢铁,钢铁行业,59.259,158502.4,113837.0
600570,恒生电子,软件开发,50.524,344902.8,212173.0
600571,信雅达,互联网服务,69.103,144130.6,129402.0
600572,康恩贝,中药,6.648,741544.4,639870.0
600573,惠泉啤酒,酿酒行业,19.891,102574.6,86741.0
600575,淮河能源,物流行业,83.575,219097.6,214599.0
600576,祥源文旅,文化传媒,15.547,394827.2,182303.0
600577,精达股份,电网设备,91.892,331116.4,266922.0
600578,京能电力,电力行业,53.012,301705.4,266070.0
600579,克劳斯,专用设备,59.244,27440.2,21720.0
600580,卧龙电驱,电机,79.043,156305.4,125543.0
600581,八一钢铁,钢铁行业,28.105,238022.4,878127.0
600582,天地科技,专用设备,9.722,616550.8,418460.0
600583,海油工程,采掘行业,23.582,529171.0,481173.0
600584,长电科技,半导体,62.225,896242.2,410049.0
600585,海螺水泥,水泥建材,85.406,194052.8,175317.0
600586,金晶科技,玻璃玻纤,64.503,457537.4,221632.0
600587,新华医疗,医疗器械,12.536,102525.8,70380.0
600588,用友网络,软件开发,79.834,412479.8,280298.0
600590,泰豪科技,电网设备,58.161,98570.0,98438.0
600592,龙溪股份,通用设备,54.933,106689.6,70014.0
600593,大连圣亚,旅游酒店,52.806,40599.6,27500.0
600594,益佰制药,中药,50.4,234896.4,161469.0
600595,中孚实业,有色金属,64.634,133316.8,121250.0
600596,新安股份,农药兽药,99.552,130723.0,86903.0
600597,光明乳业,食品饮料,71.642,160646.8,143193.0
600598,北大荒,农牧饲渔,74.38,155512.8,123519.0
600600,青岛啤酒,酿酒行业,25.641,80560.6,62783.0
600602,云赛智联,软件开发,41.356,373484.2,368136.0
600603,广汇物流,房地产开发,81.729,134790.6,132521.0
600604,市北高新,房地产服务,69.231,106292.4,82117.0
600605,汇通能源,房地产服务,29.856,79457.8,46666.0
600606,绿地控股,房地产开发,86.197,551928.4,965395.0
600609,金杯汽车,汽车零部件,88.669,89554.8,64258.0
600610,中毅达,化学原料,82.914,53348.0,39277.0
600611,大众交通,铁路公路,56.122,117321.0,213533.0
600612,老凤祥,珠宝首饰,0.52,19690.2,86017.0
600613,神奇制药,化学制药,68.394,148075.6,77615.0
600615,丰华股份,小金属,60.97,17362.2,41061.0
600616,金枫酒业,酿酒行业,23.077,87290.2,79254.0
600617,国新能源,燃气,79.365,86384.4,62425.0
600618,氯碱化工,化学原料,96.423,27890.8,35637.0
600619,海立股份,家电行业,87.589,163629.2,96205.0
600620,天宸股份,铁路公路,31.002,48301.6,115332.0
600621,华鑫股份,证券,65.464,108740.2,103318.0
600622,光大嘉宝,房地产开发,82.535,130186.8,253487.0
600623,华谊集团,化学原料,79.874,104976.6,81534.0
600624,复旦复华,综合行业,79.878,68052.2,33988.0
600626,申达股份,汽车零部件,85.405,56148.2,39842.0
600628,新世界,商业百货,65.972,38925.0,55894.0
600629,华建集团,工程咨询服务,3.932,1190559.8,1561997.0
600630,龙头股份,纺织服装,78.457,71173.4,78994.0
600633,浙数文化,游戏,14.365,845224.6,796948.0
600635,大众公用,燃气,65.574,222930.6,422866.0
600636,国新文化,教育,0.0,365986.0,431679.0
600637,东方明珠,文化传媒,36.383,805039.8,858623.0
600638,新黄浦,房地产开发,74.689,32699.2,34619.0
600639,浦东金桥,房地产开发,46.598,135392.6,538486.0
600640,国脉文化,文化传媒,46.981,160867.2,132248.0
600641,万业企业,房地产开发,76.13,273045.0,134889.0
600642,申能股份,电力行业,1.087,290537.0,324221.0
600643,爱建集团,多元金融,55.914,103164.2,97879.0
600644,乐山电力,电力行业,71.707,46533.2,46904.0
600645,中源协和,生物制品,83.04,76528.6,63181.0
600647,同达创业,贸易行业,85.828,35920.6,24454.0
600648,外高桥,房地产开发,79.837,44722.8,45297.0
600649,城投控股,房地产开发,74.51,106921.8,203296.0
600650,锦江在线,铁路公路,66.431,24619.4,22487.0
600651,飞乐音响,光学光电子,14.151,1712219.0,1308853.0
600653,申华控股,汽车服务,74.468,122301.4,85418.0
600655,豫园股份,珠宝首饰,67.5,131838.0,163932.0
600657,信达地产,房地产开发,78.594,195142.6,544537.0
600658,电子城,房地产服务,18.051,224316.0,419289.0
600660,福耀玻璃,玻璃玻纤,85.154,105881.6,77731.0
600661,昂立教育,教育,59.269,75241.6,137103.0
600662,外服控股,铁路公路,44.728,123736.0,71878.0
600663,陆家嘴,房地产开发,60.177,60957.4,90170.0
600664,哈药股份,化学制药,48.739,683572.8,525111.0
600665,天地源,房地产开发,50.57,194743.4,381815.0
600667,太极实业,工程建设,61.773,1117092.0,501680.0
600668,尖峰集团,水泥建材,88.755,36920.6,18565.0
600673,东阳光,综合行业,72.475,148966.0,88700.0
600674,川投能源,电力行业,1.055,207599.4,157202.0
600675,中华企业,房地产开发,81.633,149328.2,207963.0
600676,交运股份,汽车零部件,73.113,78898.2,37252.0
600678,四川金顶,水泥建材,84.718,40933.4,38312.0
600679,上海凤凰,交运设备,77.982,18330.8,26691.0
600681,百川能源,燃气,71.818,53338.0,50245.0
600682,南京新百,商业百货,78.14,91102.0,59851.0
600683,京投发展,房地产开发,65.591,72708.0,98647.0
600684,珠江股份,房地产开发,74.561,75968.6,70003.0
600685,中船防务,船舶制造,20.899,395596.8,291160.0
600686,金龙汽车,汽车整车,49.388,194312.8,467032.0
600688,上海石化,石油行业,26.761,383957.8,339356.0
600689,上海三毛,纺织服装,56.381,21818.2,13959.0
600690,海尔智家,家电行业,80.18,456677.8,434622.0
600691,阳煤化工,化肥行业,87.059,80223.8,63819.0
600692,亚通股份,房地产开发,59.603,39949.0,30332.0
600693,东百集团,商业百货,85.185,62107.2,59800.0
600694,大商股份,商业百货,24.281,51519.8,39764.0
600696,岩石股份,酿酒行业,71.657,28147.8,16160.0
600697,欧亚集团,商业百货,55.769,21188.8,26047.0
600698,湖南天雁,汽车零部件,67.816,86452.6,63953.0
600699,均胜电子,汽车零部件,64.18,339969.4,194637.0
600702,舍得酒业,酿酒行业,59.538,59622.8,45170.0
600703,三安光电,光学光电子,93.351,852068.0,285311.0
600704,物产中大,物流行业,55.692,1207990.4,914988.0
600705,中航产融,多元金融,66.426,1058442.6,1463142.0
600706,曲江文旅,旅游酒店,37.344,473813.6,316385.0
600707,彩虹股份,光学光电子,78.554,177678.2,124970.0
600708,光明地产,房地产开发,59.259,145130.0,279603.0
600710,苏美达,贸易行业,5.263,260883.4,271210.0
600711,盛屯矿业,能源金属,97.034,464103.2,335829.0
600712,南宁百货,商业百货,76.256,58492.2,59804.0
600713,南京医药,医药商业,18.667,664944.2,471902.0
600714,金瑞矿业,化学原料,87.738,15797.0,8159.0
600715,文投控股,游戏,65.417,595887.6,411108.0
600716,凤凰股份,房地产开发,72.0,61793.0,77406.0
600717,天津港,航运港口,11.029,685333.2,700991.0
600718,东软集团,互联网服务,48.843,454544.4,283829.0
600720,祁连山,水泥建材,64.016,123704.4,426388.0
600721,百花医药,医疗服务,79.798,34860.2,27177.0
600722,金牛化工,化学原料,87.956,41916.4,25806.0
600724,宁波富达,水泥建材,83.152,52365.6,64322.0
600725,云维股份,煤炭行业,92.188,57340.0,35316.0
600727,鲁北化工,化学原料,95.035,42266.4,27299.0
600728,佳都科技,软件开发,44.622,626072.4,913423.0
600729,重庆百货,商业百货,1.36,40744.8,36419.0
600730,中国高科,教育,42.5,180582.0,320587.0
600731,湖南海利,农药兽药,49.383,102627.4,98751.0
600732,爱旭股份,光伏设备,50.184,290657.0,181093.0
600733,北汽蓝谷,汽车整车,99.621,284180.2,553245.0
600735,新华锦,纺织服装,84.221,47769.8,30470.0
600736,苏州高新,房地产开发,81.995,84569.8,130540.0
600737,中粮糖业,食品饮料,47.826,561677.8,530484.0
600738,丽尚国潮,商业百货,83.636,239106.6,230559.0
600739,辽宁成大,贸易行业,85.176,104618.4,114092.0
600740,山西焦化,煤炭行业,92.655,198879.4,118553.0
600741,华域汽车,汽车零部件,90.963,202034.4,124656.0
600742,一汽富维,汽车零部件,93.333,107087.4,85956.0
600743,华远地产,房地产开发,78.049,170562.0,250040.0
600744,华银电力,电力行业,87.586,102437.6,75309.0
600745,闻泰科技,消费电子,86.303,363203.0,180518.0
600746,江苏索普,化学原料,95.808,45274.4,21194.0
600748,上实发展,房地产开发,0.0,151954.2,800492.0
600749,西藏旅游,旅游酒店,52.017,193330.4,74025.0
600750,江中药业,中药,2.701,216289.8,202536.0
600751,海航科技,航运港口,71.304,247518.8,139857.0
600753,庚星股份,贸易行业,97.627,37919.4,36975.0
600754,锦江酒店,旅游酒店,71.845,162194.2,67539.0
600755,厦门国贸,贸易行业,10.496,470059.4,280071.0
600756,浪潮软件,互联网服务,48.86,146211.6,113829.0
600757,长江传媒,文化传媒,0.0,525217.6,220658.0
600758,辽宁能源,煤炭行业,41.732,210427.6,210291.0
600760,中航沈飞,航天航空,64.438,115739.2,76061.0
600761,安徽合力,工程机械,29.467,109455.2,204100.0
600763,通策医疗,医疗服务,92.77,47605.0,16865.0
600764,中国海防,计算机设备,68.614,101985.0,68548.0
600765,中航重机,航天航空,91.045,260088.6,163204.0
600766,园城黄金,综合行业,40.39,73097.4,56852.0
600768,宁波富邦,有色金属,59.909,59482.4,35450.0
600769,祥龙电业,工程建设,36.872,66054.8,70590.0
600770,综艺股份,综合行业,93.773,156909.4,86727.0
600771,广誉远,中药,24.386,207396.8,115184.0
600773,西藏城投,房地产开发,89.426,97638.6,60106.0
600774,汉商集团,商业百货,63.699,19947.4,17739.0
600775,南京熊猫,通信设备,46.491,81693.2,54340.0
600776,东方通信,通信设备,55.19,183230.4,96773.0
600777,新潮能源,石油行业,36.994,2324535.8,1255399.0
600778,友好集团,商业百货,35.343,24084.0,60863.0
600779,水井坊,酿酒行业,90.667,60598.6,47045.0
600780,通宝能源,电力行业,12.52,162192.2,138596.0
600782,新钢股份,钢铁行业,65.041,455797.2,333250.0
600783,鲁信创投,非金属材料,62.132,32330.6,26728.0
600784,鲁银投资,综合行业,12.745,207703.0,117260.0
600785,新华百货,商业百货,38.31,109112.4,58854.0
600787,中储股份,物流行业,40.59,449358.0,514051.0
600789,鲁抗医药,化学制药,64.242,179479.0,115119.0
600790,轻纺城,商业百货,3.175,261943.2,495031.0
600791,京能置业,房地产开发,68.802,81649.8,66854.0
600792,云煤能源,煤炭行业,89.015,55235.0,45993.0
600793,宜宾纸业,造纸印刷,48.903,15741.4,8802.0
600794,保税科技,物流行业,40.331,150477.8,111088.0
600795,国电电力,电力行业,37.5,2621172.4,1255632.0
600796,钱江生化,农药兽药,76.647,31446.2,20604.0
600797,浙大网新,互联网服务,40.302,583087.6,444584.0
600798,宁波海运,航运港口,81.739,81792.6,72628.0
600800,渤海化学,化学制品,93.056,123514.2,89869.0
600801,华新水泥,水泥建材,85.084,92881.6,105163.0
600802,福建水泥,水泥建材,90.212,36392.8,33825.0
600803,新奥股份,燃气,30.969,135035.0,100317.0
600805,悦达投资,综合行业,71.498,61196.0,52020.0
600807,济南高新,房地产开发,91.265,89293.2,64348.0
600808,马钢股份,钢铁行业,88.71,318856.0,254811.0
600809,山西汾酒,酿酒行业,89.086,66353.8,37633.0
600810,神马股份,化纤行业,68.208,60667.2,44502.0
600811,东方集团,农牧饲渔,89.937,402958.8,328374.0
600812,华北制药,化学制药,94.103,240574.2,260761.0
600814,杭州解百,商业百货,4.632,164976.6,156767.0
600815,厦工股份,工程机械,81.034,196613.2,153307.0
600817,宇通重工,工程机械,65.149,65490.6,29263.0
600818,中路股份,交运设备,44.327,42630.8,33387.0
600819,耀皮玻璃,玻璃玻纤,80.435,145328.0,93175.0
600820,隧道股份,工程建设,2.051,837037.4,793954.0
600821,金开新能,电力行业,79.716,191622.8,175251.0
600822,上海物贸,贸易行业,10.317,50056.4,70908.0
600823,世茂股份,房地产开发,96.0,139351.4,265007.0
600824,益民集团,商业百货,80.093,59707.8,71340.0
600825,新华传媒,文化传媒,7.962,1248056.2,1297672.0
600826,兰生股份,贸易行业,7.391,78432.0,85872.0
600827,百联股份,商业百货,12.083,151462.6,338355.0
600828,茂业商业,商业百货,47.644,140125.4,132438.0
600829,人民同泰,医药商业,39.697,137435.0,64046.0
600830,香溢融通,多元金融,45.283,85509.2,111020.0
600831,广电网络,文化传媒,36.585,305166.8,204136.0
600833,第一医药,医药商业,43.015,130905.2,131606.0
600834,申通地铁,铁路公路,69.832,26772.4,24805.0
600835,上海机电,专用设备,11.236,158875.6,90962.0
600836,上海易连,包装材料,77.308,72294.6,54459.0
600837,海通证券,证券,59.91,550741.2,2123558.0
600838,上海九百,商业百货,81.731,45608.6,45826.0
600839,四川长虹,家电行业,46.181,3509494.0,1732208.0
600841,动力新科,汽车零部件,95.012,30558.4,29427.0
600843,上工申贝,专用设备,66.556,37503.2,58174.0
600844,丹化科技,化学原料,83.684,69347.6,42562.0
600845,宝信软件,互联网服务,54.818,83785.4,40079.0
600846,同济科技,工程建设,5.82,159388.4,154958.0
600847,万里股份,电池,80.67,21694.2,10506.0
600848,上海临港,房地产开发,74.887,35794.2,46197.0
600850,电科数字,互联网服务,70.11,144595.6,64628.0
600851,海欣股份,化学制药,73.061,117527.0,56978.0
600853,龙建股份,工程建设,14.505,1588663.6,1143402.0
600854,春兰股份,家电行业,27.957,334953.8,221897.0
600855,航天长峰,计算机设备,69.325,56185.4,41953.0
600857,宁波中百,商业百货,82.632,21021.4,15447.0
600858,银座股份,商业百货,61.35,114578.0,179249.0
600859,王府井,商业百货,78.544,152435.8,161384.0
600860,京城股份,通用设备,73.845,59112.6,43705.0
600861,北京城乡,商业百货,23.679,28776.6,29322.0
600862,中航高科,航天航空,74.278,131513.6,63647.0
600863,内蒙华电,电力行业,25.424,2056712.6,1152403.0
600864,哈投股份,证券,50.413,303161.0,255082.0
600865,百大集团,商业百货,74.958,18569.6,9047.0
600866,星湖科技,食品饮料,70.879,139325.2,115619.0
600867,通化东宝,生物制品,35.307,199873.4,196470.0
600868,梅雁吉祥,电力行业,68.571,216450.6,165721.0
600869,远东股份,电网设备,59.879,146927.2,98339.0
600871,石化油服,采掘行业,20.29,950287.6,666408.0
600872,中炬高新,食品饮料,28.785,133417.8,85555.0
600873,梅花生物,食品饮料,60.784,185867.0,163581.0
600874,创业环保,公用事业,87.361,124357.6,102908.0
600875,东方电气,电源设备,55.26,223128.2,162831.0
600876,凯盛新能,玻璃玻纤,97.778,45236.4,67630.0
600877,电科芯片,半导体,52.507,130483.0,59253.0
600879,航天电子,航天航空,20.833,479889.6,341199.0
600880,博瑞传播,教育,48.105,1055592.4,838886.0
600881,亚泰集团,水泥建材,93.007,126179.0,77539.0
600882,妙可蓝多,食品饮料,93.215,77536.6,33135.0
600883,博闻科技,水泥建材,52.866,28600.0,26949.0
600884,杉杉股份,电子元件,96.213,251406.2,111490.0
600885,宏发股份,电网设备,97.224,94531.6,83277.0
600886,国投电力,电力行业,6.117,297388.4,317352.0
600887,伊利股份,食品饮料,73.21,771335.2,452109.0
600888,新疆众和,有色金属,62.708,231961.6,156347.0
600889,南京化纤,化纤行业,78.824,38931.2,24729.0
600892,大晟文化,游戏,20.427,247460.8,145272.0
600893,航发动力,航天航空,70.782,179030.2,113552.0
600894,广日股份,专用设备,37.5,61378.6,37607.0
600895,张江高科,房地产开发,44.745,264275.4,226457.0
600897,厦门空港,航空机场,6.566,39942.4,25392.0
600898,国美通讯,消费电子,87.814,48501.0,49321.0
600900,长江电力,电力行业,54.844,774157.6,613817.0
600901,江苏金租,多元金融,6.912,481065.0,389019.0
600903,贵州燃气,燃气,60.277,44655.0,38078.0
600905,三峡能源,电力行业,87.797,1071775.2,822787.0
600906,财达证券,证券,85.352,158103.2,212103.0
600908,无锡银行,银行,29.197,250484.2,268892.0
600909,华安证券,证券,29.577,593532.6,570325.0
600916,中国黄金,珠宝首饰,63.377,293599.2,337035.0
600917,重庆燃气,燃气,70.647,30733.0,27793.0
600918,中泰证券,证券,27.473,891847.4,1011309.0
600919,江苏银行,银行,12.609,2312010.0,2154376.0
600926,杭州银行,银行,63.415,424148.8,439036.0
600927,永安期货,多元金融,92.219,55336.8,64693.0
600928,西安银行,银行,16.883,301757.0,462458.0
600929,雪天盐业,化学原料,60.813,90686.0,66512.0
600933,爱柯迪,汽车零部件,44.076,85427.0,73890.0
600935,华塑股份,化学原料,98.055,63049.4,50948.0
600936,广西广电,文化传媒,15.349,191592.0,193279.0
600938,中国海油,石油行业,26.428,862131.6,520652.0
600939,重庆建工,工程建设,83.944,264821.2,131538.0
600941,中国移动,通信服务,8.323,179490.6,109684.0
600955,维远股份,化学原料,98.708,19731.0,17871.0
600956,新天绿能,燃气,96.176,50705.0,36961.0
600958,东方证券,证券,62.314,1242010.4,2012297.0
600959,江苏有线,文化传媒,7.087,1918854.8,2331562.0
600960,渤海汽车,汽车零部件,76.173,105228.6,58377.0
600961,株冶集团,有色金属,54.175,105457.4,114609.0
600962,国投中鲁,食品饮料,50.953,59419.8,26748.0
600963,岳阳林纸,造纸印刷,46.23,243165.6,218445.0
600965,福成股份,农牧饲渔,60.959,58756.8,57421.0
600966,博汇纸业,造纸印刷,90.693,147676.0,55976.0
600967,内蒙一机,交运设备,62.857,172086.4,95411.0
600968,海油发展,采掘行业,17.834,713081.6,466140.0
600969,郴电国际,电力行业,67.702,71741.0,58817.0
600970,中材国际,工程建设,12.435,497462.0,544677.0
600971,恒源煤电,煤炭行业,20.149,271754.6,210890.0
600973,宝胜股份,电网设备,72.414,162550.6,209351.0
600975,新五丰,农牧饲渔,44.784,355385.0,467176.0
600976,健民集团,中药,37.67,39828.2,31031.0
600977,中国电影,文化传媒,11.896,616058.4,541103.0
600979,广安爱众,电力行业,60.0,150902.4,103926.0
600980,北矿科技,小金属,72.299,15281.6,14097.0
600981,汇鸿集团,贸易行业,11.321,644112.0,437170.0
600982,宁波能源,电力行业,91.145,126180.6,131347.0
600983,惠而浦,家电行业,57.04,42194.6,18174.0
600984,建设机械,工程机械,96.127,186566.6,136784.0
600985,淮北矿业,煤炭行业,59.586,226416.6,192418.0
600986,浙文互联,文化传媒,11.724,1609769.0,1305409.0
600987,航民股份,纺织服装,21.847,105137.0,62282.0
600988,赤峰黄金,贵金属,66.02,407435.8,176439.0
600989,宝丰能源,化学原料,78.197,270460.8,142434.0
600990,四创电子,通信设备,86.957,32120.8,18617.0
600992,贵绳股份,通用设备,68.814,71238.4,61380.0
600993,马应龙,中药,30.256,102937.8,69793.0
600995,南网储能,电力行业,75.542,86642.0,88648.0
600996,贵广网络,文化传媒,45.512,238368.8,154969.0
600997,开滦股份,煤炭行业,61.386,109459.6,89484.0
600998,九州通,医药商业,13.622,158501.8,77475.0
600999,招商证券,证券,61.385,213058.6,434696.0
601000,唐山港,航运港口,12.935,1116637.8,1638820.0
601001,晋控煤业,煤炭行业,86.708,170846.2,192062.0
601002,晋亿实业,通用设备,25.974,111174.8,62504.0
601003,柳钢股份,钢铁行业,60.357,209140.6,243202.0
601005,重庆钢铁,钢铁行业,77.419,525541.2,453584.0
601006,大秦铁路,物流行业,6.19,567888.6,797797.0
601007,金陵饭店,旅游酒店,47.5,145668.8,77919.0
601008,连云港,航运港口,39.011,225481.4,300065.0
601009,南京银行,银行,83.562,372718.6,390558.0
601010,文峰股份,商业百货,77.852,143777.4,255300.0
601011,宝泰隆,煤炭行业,83.333,186349.8,129934.0
601012,隆基绿能,光伏设备,98.585,1273265.2,1243025.0
601015,陕西黑猫,煤炭行业,93.548,89601.2,150109.0
601016,节能风电,电力行业,94.18,507107.2,322530.0
601018,宁波港,航运港口,65.0,522149.0,688574.0
601019,山东出版,文化传媒,13.503,811933.0,766184.0
601020,华钰矿业,有色金属,73.716,148137.4,109072.0
601021,春秋航空,航空机场,25.018,80139.6,48884.0
601022,宁波远洋,航运港口,85.698,54537.6,58060.0
601028,玉龙股份,贸易行业,96.238,163535.4,140673.0
601038,一拖股份,专用设备,33.809,74886.8,66520.0
601058,赛轮轮胎,橡胶制品,75.587,264608.0,203993.0
601059,信达证券,证券,56.951,241533.8,278790.0
601066,中信建投,证券,47.83,178835.6,320205.0
601068,中铝国际,工程建设,9.893,985075.8,842902.0
601069,西部黄金,贵金属,56.119,109391.0,103133.0
601077,渝农商行,银行,8.824,1275204.2,1416926.0
601086,国芳集团,商业百货,55.042,86923.2,276475.0
601088,中国神华,煤炭行业,33.772,310467.8,318011.0
601089,福元医药,化学制药,49.213,83646.6,62758.0
601098,中南传媒,文化传媒,15.664,524519.2,620532.0
601099,太平洋,证券,68.8,768113.2,1265831.0
601100,恒立液压,工程机械,63.985,78886.6,87833.0
601101,昊华能源,煤炭行业,93.429,126077.0,97228.0
601106,中国一重,专用设备,23.0,798321.0,748327.0
601107,四川成渝,铁路公路,60.0,192045.0,234114.0
601108,财通证券,证券,76.82,577706.8,689129.0
601111,中国国航,航空机场,45.475,803885.8,439843.0
601113,华鼎股份,化纤行业,79.31,76072.0,58670.0
601116,三江购物,商业百货,51.497,153464.8,90589.0
601117,中国化学,工程建设,48.819,1007038.8,900755.0
601118,海南橡胶,橡胶制品,67.016,648568.6,280403.0
601121,宝地矿业,钢铁行业,46.373,317537.2,241368.0
601126,四方股份,电网设备,70.847,138228.2,82932.0
601127,赛力斯,汽车整车,99.426,222435.6,214353.0
601128,常熟银行,银行,39.597,311306.0,316370.0
601136,首创证券,证券,59.482,197808.0,209424.0
601137,博威合金,有色金属,69.656,204047.8,125144.0
601138,工业富联,消费电子,42.254,2613091.8,2095333.0
601139,深圳燃气,燃气,72.961,95413.8,95330.0
601155,新城控股,房地产开发,87.417,181875.4,374038.0
601156,东航物流,物流行业,83.067,64519.8,56627.0
601158,重庆水务,公用事业,67.614,172961.6,105328.0
601162,天风证券,证券,65.806,2252300.2,3039511.0
601163,三角轮胎,橡胶制品,22.866,187459.8,109444.0
601166,兴业银行,银行,73.285,1404677.4,1775592.0
601168,西部矿业,有色金属,56.565,481194.0,337852.0
601169,北京银行,银行,12.088,1133116.6,1477174.0
601177,杭齿前进,通用设备,9.677,49924.0,121027.0
601179,中国西电,电网设备,24.903,808472.4,641462.0
601186,中国铁建,工程建设,11.669,2456731.2,2133336.0
601187,厦门银行,银行,70.612,163847.8,199798.0
601188,龙江交通,铁路公路,58.084,125410.0,123308.0
601198,东兴证券,证券,75.551,356242.8,409602.0
601199,江南水务,公用事业,21.328,290821.2,214266.0
601200,上海环境,环保行业,70.465,77872.8,99647.0
601208,东材科技,塑料制品,69.377,113589.4,95708.0
601211,国泰君安,证券,58.246,340292.0,659937.0
601212,白银有色,有色金属,27.941,401624.6,336708.0
601216,君正集团,化学原料,75.234,308896.8,245460.0
601218,吉鑫科技,风电设备,94.366,72359.6,54338.0
601222,林洋能源,仪器仪表,77.528,297472.6,166621.0
601225,陕西煤业,煤炭行业,39.899,532363.6,374458.0
601226,华电重工,工程机械,44.548,216680.2,93566.0
601228,广州港,航运港口,73.494,463879.0,1167409.0
601229,上海银行,银行,54.645,601917.2,672165.0
601231,环旭电子,消费电子,63.448,268406.0,145058.0
601233,桐昆股份,化纤行业,89.883,189124.8,200016.0
601236,红塔证券,证券,76.298,292265.2,290611.0
601238,广汽集团,汽车整车,96.719,249236.4,173587.0
601258,庞大集团,汽车服务,94.495,1301192.0,3678357.0
601279,英利汽车,汽车零部件,83.851,39535.8,26560.0
601288,农业银行,银行,8.911,6702485.6,7119308.0
601298,青岛港,航运港口,1.65,334811.2,644253.0
601311,骆驼股份,电池,84.196,187437.2,130918.0
601318,中国平安,保险,11.805,1653600.0,1264107.0
601319,中国人保,保险,8.108,2080568.8,1535740.0
601326,秦港股份,航运港口,0.0,612446.0,210915.0
601328,交通银行,银行,2.454,2288621.2,3178451.0
601330,绿色动力,环保行业,12.587,106272.6,114247.0
601333,广深铁路,物流行业,0.0,1311157.2,4722242.0
601336,新华保险,保险,7.376,403210.6,397101.0
601339,百隆东方,纺织服装,62.846,109035.6,119558.0
601360,三六零,软件开发,37.113,6054934.8,3917848.0
601366,利群股份,商业百货,61.947,27812.8,28570.0
601368,绿城水务,公用事业,88.032,44383.8,45288.0
601369,陕鼓动力,通用设备,66.706,189736.4,108398.0
601375,中原证券,证券,72.512,484769.2,636811.0
601377,兴业证券,证券,72.571,1157972.2,1455853.0
601388,怡球资源,有色金属,95.851,238204.0,129108.0
601390,中国中铁,工程建设,11.853,3622524.0,3290938.0
601398,工商银行,银行,10.092,4687477.2,6828810.0
601399,国机重装,专用设备,65.6,379236.6,380487.0
601456,国联证券,证券,77.993,256655.0,333074.0
601500,通用股份,橡胶制品,81.034,108090.8,78892.0
601512,中新集团,房地产开发,33.811,156930.2,93466.0
601515,东风股份,包装材料,96.168,107264.6,188221.0
601518,吉林高速,铁路公路,2.29,227802.8,259635.0
601519,大智慧,软件开发,29.412,644094.4,870494.0
601528,瑞丰银行,银行,70.348,377907.0,204449.0
601555,东吴证券,证券,64.265,766265.4,761340.0
601566,九牧王,纺织服装,31.66,176168.8,186442.0
601567,三星医疗,电网设备,44.341,168270.6,110047.0
601568,北元集团,化学原料,96.22,81917.2,62364.0
601577,长沙银行,银行,12.698,246751.8,309598.0
601579,会稽山,酿酒行业,76.248,58495.8,54073.0
601588,北辰实业,房地产服务,62.0,208015.8,306556.0
601595,上海电影,文化传媒,5.614,259978.8,231321.0
601598,中国外运,物流行业,29.609,456096.8,425312.0
601599,浙文影业,纺织服装,44.253,692550.6,475706.0
601600,中国铝业,有色金属,32.329,1522173.4,1086855.0
601601,中国太保,保险,7.582,611398.2,535710.0
601606,长城军工,专用设备,39.964,294635.4,233589.0
601607,上海医药,医药商业,44.497,289184.0,204706.0
601608,中信重工,专用设备,52.308,306071.0,263435.0
601609,金田股份,有色金属,90.885,66591.2,49551.0
601611,中国核建,工程建设,51.075,302501.2,354638.0
601615,明阳智能,风电设备,98.429,347276.8,762414.0
601616,广电电气,电网设备,58.333,178003.0,110122.0
601618,中国中冶,工程建设,7.182,2056082.0,1745865.0
601619,嘉泽新能,电力行业,43.874,426714.8,288676.0
601628,中国人寿,保险,9.107,272414.4,172719.0
601633,长城汽车,汽车整车,96.495,235518.0,140349.0
601636,旗滨集团,玻璃玻纤,80.94,462452.2,318408.0
601658,邮储银行,银行,16.444,2514226.8,1884720.0
601665,齐鲁银行,银行,85.246,256136.8,395513.0
601666,平煤股份,煤炭行业,80.634,344233.4,187160.0
601668,中国建筑,工程建设,5.138,5471622.6,4809403.0
601669,中国电建,工程建设,54.188,1496561.0,1028274.0
601677,明泰铝业,有色金属,98.937,242681.8,228578.0
601678,滨化股份,化学原料,98.035,138047.4,131984.0
601686,友发集团,钢铁行业,16.867,98146.8,57806.0
601688,华泰证券,证券,57.434,736425.2,1496568.0
