股票代码,股票名称,所属行业,得分,5日均成交量,成交量
603738,泰晶科技,电子元件,96.17,149510.4,36010.0
603739,蔚蓝生物,农牧饲渔,95.696,10747.2,10880.0
603755,日辰股份,食品饮料,78.914,6390.6,6026.0
603757,大元泵业,通用设备,15.131,103807.0,49216.0
603758,秦安股份,汽车零部件,64.115,77147.2,38104.0
603759,海天股份,公用事业,92.963,17616.8,11048.0
603766,隆鑫通用,交运设备,59.011,157006.2,108244.0
603767,中马传动,汽车零部件,87.326,36845.2,22585.0
603768,常青股份,汽车零部件,87.659,53629.2,23504.0
603773,沃格光电,光学光电子,41.43,56565.6,45298.0
603776,永安行,专业服务,65.82,35881.0,20634.0
603777,来伊份,食品饮料,55.802,30592.2,43246.0
603778,乾景园林,工程建设,41.441,292339.4,400585.0
603779,威龙股份,酿酒行业,81.382,48771.0,34432.0
603786,科博达,汽车零部件,96.718,9887.2,7383.0
603787,新日股份,交运设备,51.267,16496.0,9089.0
603788,宁波高发,汽车零部件,79.048,13579.2,11265.0
603789,星光农机,专用设备,71.493,27233.8,16334.0
603790,雅运股份,化学制品,37.004,11085.8,20078.0
603797,联泰环保,环保行业,64.463,59111.8,51400.0
603798,康普顿,石油行业,49.228,36503.6,72782.0
603799,华友钴业,能源金属,75.83,384063.6,213506.0
603800,道森股份,专用设备,76.804,27426.0,16773.0
603801,志邦家居,装修建材,27.806,54841.0,44235.0
603803,瑞斯康达,通信设备,54.462,185704.6,97018.0
603806,福斯特,光伏设备,98.528,138914.2,82728.0
603808,歌力思,纺织服装,37.611,58781.8,81152.0
603809,豪能股份,汽车零部件,99.001,30774.2,34774.0
603810,丰山集团,农药兽药,76.834,17695.2,26060.0
603811,诚意药业,化学制药,22.249,36413.4,23501.0
603813,原尚股份,物流行业,71.465,11206.8,8419.0
603815,交建股份,工程建设,84.301,68278.0,54145.0
603816,顾家家居,装修建材,85.825,57903.4,36158.0
603817,海峡环保,环保行业,82.412,56620.4,36368.0
603818,曲美家居,装修建材,95.977,52702.4,38634.0
603819,神力股份,电机,43.534,23325.6,9208.0
603822,嘉澳环保,化学制品,97.401,10979.0,7359.0
603823,百合花,化学制品,67.138,21192.6,20662.0
603825,华扬联众,文化传媒,87.208,134442.4,134154.0
603826,坤彩科技,非金属材料,55.997,16760.4,6890.0
603828,柯利达,装修装饰,86.008,67531.0,69400.0
603829,洛凯股份,电网设备,57.353,42110.8,33961.0
603833,欧派家居,装修建材,61.472,31595.6,39481.0
603836,海程邦达,物流行业,95.71,17285.0,13669.0
603838,四通股份,装修建材,81.443,16738.0,10525.0
603839,安正时尚,纺织服装,69.249,29273.2,51374.0
603843,正平股份,工程建设,70.988,203637.8,114399.0
603848,好太太,家用轻工,53.856,22225.0,10180.0
603855,华荣股份,专用设备,19.102,29756.8,18448.0
603856,东宏股份,装修建材,73.014,28914.4,30091.0
603858,步长制药,中药,58.298,150730.6,103504.0
603859,能科科技,软件开发,24.408,41170.0,23808.0
603860,中公高科,工程咨询服务,52.455,32245.6,36932.0
603861,白云电器,电网设备,78.961,61242.8,50502.0
603863,松炀资源,造纸印刷,2.566,72713.0,48527.0
603866,桃李面包,食品饮料,98.909,98594.2,85138.0
603867,新化股份,化学制品,64.894,34127.6,15477.0
603868,飞科电器,家电行业,40.648,10101.4,11523.0
603869,新智认知,互联网服务,61.513,67511.2,70853.0
603871,嘉友国际,物流行业,8.005,67307.6,45165.0
603876,鼎胜新材,有色金属,75.853,86234.0,59607.0
603877,太平鸟,纺织服装,55.356,35728.8,140509.0
603878,武进不锈,钢铁行业,23.645,81178.0,46128.0
603879,永悦科技,塑料制品,59.831,39248.4,25037.0
603880,南卫股份,医疗器械,73.656,35079.2,30754.0
603881,数据港,互联网服务,41.051,159016.2,148958.0
603882,金域医学,医疗服务,68.147,49405.6,21983.0
603883,老百姓,医药商业,67.604,50066.2,43312.0
603885,吉祥航空,航空机场,23.824,162475.8,127041.0
603886,元祖股份,食品饮料,61.71,24056.8,10568.0
603887,城地香江,互联网服务,24.074,258905.0,110381.0
603888,新华网,文化传媒,35.187,333288.8,387723.0
603889,新澳股份,纺织服装,1.345,66886.2,73994.0
603890,春秋电子,消费电子,98.515,79278.6,45997.0
603893,瑞芯微,半导体,88.999,66910.6,31858.0
603895,天永智能,专用设备,48.238,9368.8,7308.0
603896,寿仙谷,中药,60.076,49072.6,37813.0
603897,长城科技,电网设备,97.981,34811.2,23692.0
603898,好莱客,装修建材,57.607,27758.8,12622.0
603899,晨光股份,家用轻工,74.381,60957.6,45581.0
603900,莱绅通灵,珠宝首饰,79.474,28186.0,23640.0
603901,永创智能,专用设备,52.281,32743.8,16027.0
603903,中持股份,环保行业,82.952,17417.4,10219.0
603906,龙蟠科技,化学制品,99.047,84166.4,81654.0
603908,牧高笛,纺织服装,74.344,21571.0,18701.0
603909,建发合诚,工程咨询服务,17.674,18761.2,15889.0
603912,佳力图,专用设备,57.455,419811.8,417823.0
603915,国茂股份,通用设备,53.477,51328.0,29770.0
603916,苏博特,化学制品,96.33,42918.8,29003.0
603917,合力科技,汽车零部件,74.291,47798.0,16975.0
603918,金桥信息,互联网服务,30.881,459700.6,442797.0
603919,金徽酒,酿酒行业,75.01,75118.8,57092.0
603920,世运电路,电子元件,64.409,174782.2,79443.0
603922,金鸿顺,汽车零部件,58.963,11738.4,7264.0
603926,铁流股份,汽车零部件,78.643,13048.0,7883.0
603927,中科软,软件开发,25.01,206537.0,163038.0
603928,兴业股份,塑料制品,69.341,11521.4,7340.0
603929,亚翔集成,装修装饰,44.871,72837.6,50724.0
603931,格林达,电子化学品,41.168,46624.6,17569.0
603933,睿能科技,半导体,53.729,25922.0,17330.0
603936,博敏电子,电子元件,66.636,234945.4,146929.0
603937,丽岛新材,有色金属,65.473,18554.6,15991.0
603938,三孚股份,化肥行业,96.61,15993.4,10631.0
603939,益丰药房,医药商业,50.202,62091.4,59393.0
603948,建业股份,化学制品,84.017,10787.8,4915.0
603949,雪龙集团,汽车零部件,92.669,24203.8,12747.0
603950,长源东谷,汽车零部件,16.714,12143.2,9426.0
603955,大千生态,工程建设,55.963,17491.8,15289.0
603956,威派格,专用设备,92.199,42539.0,38118.0
603958,哈森股份,纺织服装,60.789,22527.2,26195.0
603959,百利科技,工程咨询服务,93.178,84508.4,85801.0
603960,克来机电,专用设备,84.417,35302.2,27669.0
603963,大理药业,中药,66.667,39532.2,25205.0
603966,法兰泰克,专用设备,34.675,65896.0,60149.0
603967,中创物流,物流行业,83.333,22710.0,26214.0
603968,醋化股份,化学制品,74.763,22872.6,12505.0
603969,银龙股份,通用设备,65.26,99536.2,60646.0
603970,中农立华,农药兽药,68.439,9874.6,13408.0
603976,正川股份,医疗器械,92.864,8115.8,3587.0
603977,国泰集团,化学制品,66.599,75121.6,32866.0
603978,深圳新星,有色金属,92.279,13923.8,9665.0
603979,金诚信,采掘行业,21.625,54289.0,53115.0
603980,吉华集团,化学制品,67.568,33381.8,24535.0
603982,泉峰汽车,汽车零部件,98.197,38386.6,21649.0
603983,丸美股份,美容护理,13.244,16943.8,33462.0
603985,恒润股份,风电设备,94.746,74533.8,33988.0
603986,兆易创新,半导体,74.762,312834.2,182769.0
603987,康德莱,医疗器械,90.396,41915.6,27178.0
603988,中电电机,电机,84.985,20446.8,15112.0
603989,艾华集团,电子元件,99.464,29383.0,19889.0
603990,麦迪科技,软件开发,90.341,50002.8,30103.0
603991,至正股份,塑料制品,74.834,3370.0,1614.0
603992,松霖科技,装修建材,67.201,34137.0,25711.0
603993,洛阳钼业,小金属,46.048,2320574.0,1649038.0
603995,甬金股份,钢铁行业,93.058,26314.6,25639.0
603997,继峰股份,汽车零部件,49.925,100791.8,59934.0
603998,方盛制药,中药,9.212,147642.8,83890.0
603999,读者传媒,文化传媒,6.513,644538.0,678181.0
605001,威奥股份,交运设备,83.881,39388.0,27291.0
605003,众望布艺,纺织服装,59.699,5178.6,4042.0
605005,合兴股份,汽车零部件,89.292,8695.0,5697.0
605006,山东玻纤,玻璃玻纤,97.212,19841.4,13873.0
605007,五洲特纸,造纸印刷,66.642,52414.6,29124.0
605008,长鸿高科,塑料制品,41.258,14954.4,13994.0
605009,豪悦护理,美容护理,38.292,42964.0,27226.0
605011,杭州热电,公用事业,85.032,8257.0,8211.0
605016,百龙创园,食品饮料,66.212,16657.8,16051.0
605018,长华集团,汽车零部件,94.224,26421.0,19598.0
605020,永和股份,化学制品,42.864,26513.2,18099.0
605028,世茂能源,电力行业,85.545,9000.2,5568.0
605033,美邦股份,农药兽药,82.891,9366.6,5207.0
605050,福然德,物流行业,76.367,13867.0,8018.0
605055,迎丰股份,纺织服装,91.574,28308.4,18351.0
605056,咸亨国际,仪器仪表,85.63,11602.8,7682.0
605058,澳弘电子,电子元件,67.324,14311.2,12285.0
605060,联德股份,通用设备,56.444,16291.6,11983.0
605066,天正电气,电网设备,72.3,112438.0,210073.0
605068,明新旭腾,汽车零部件,76.105,16323.2,10493.0
605069,正和生态,环保行业,96.534,13533.4,10690.0
605077,华康股份,食品饮料,75.424,26519.6,27352.0
605080,浙江自然,纺织服装,90.934,2783.2,1667.0
605081,太和水,环保行业,80.851,35411.6,14313.0
605086,龙高股份,采掘行业,66.818,8251.0,7523.0
605088,冠盛股份,汽车零部件,57.412,54295.2,32756.0
605089,味知香,食品饮料,62.385,12486.2,6302.0
605090,九丰能源,燃气,86.737,44494.0,29363.0
605098,行动教育,教育,67.287,17134.6,19579.0
605099,共创草坪,家用轻工,92.523,9126.2,6447.0
605100,华丰股份,通用设备,82.003,10801.4,66827.0
605108,同庆楼,旅游酒店,22.377,38877.8,44285.0
605111,新洁能,半导体,99.939,96908.0,57605.0
605116,奥锐特,化学制药,32.877,11357.6,8517.0
605117,德业股份,家电行业,72.746,45133.4,30047.0
605118,力鼎光电,光学光电子,72.16,17725.0,8526.0
605122,四方新材,水泥建材,76.221,5086.8,3674.0
605123,派克新材,通用设备,73.688,20535.0,12453.0
605128,上海沿浦,汽车零部件,68.199,14551.0,7822.0
605133,嵘泰股份,汽车零部件,56.844,45347.8,28897.0
605136,丽人丽妆,商业百货,76.291,143918.4,109001.0
605138,盛泰集团,纺织服装,91.924,41150.0,21737.0
605151,西上海,汽车服务,69.41,18371.0,6790.0
605155,西大门,装修装饰,85.624,9631.8,8239.0
605158,华达新材,钢铁行业,45.946,82893.8,91657.0
605162,新中港,公用事业,74.302,13981.4,13117.0
605166,聚合顺,化学制品,89.199,26641.4,19624.0
605167,利柏特,专用设备,23.397,79089.4,59314.0
605168,三人行,文化传媒,51.079,38819.2,29597.0
605169,洪通燃气,燃气,88.581,12399.2,6970.0
605177,东亚药业,化学制药,72.859,27754.0,35768.0
605178,时空科技,装修装饰,89.323,8221.6,3999.0
605179,一鸣食品,食品饮料,79.681,23381.4,23442.0
605180,华生科技,纺织服装,78.24,11969.4,6753.0
605183,确成股份,橡胶制品,58.639,16010.8,9722.0
605186,健麾信息,医疗服务,11.364,59983.0,27391.0
605188,国光连锁,商业百货,74.021,40764.8,28921.0
605189,富春染织,纺织服装,81.996,12062.2,9173.0
605196,华通线缆,电网设备,92.612,120484.4,77538.0
605198,安德利,食品饮料,57.949,18018.4,56240.0
605199,葫芦娃,中药,74.051,77761.0,49488.0
605208,永茂泰,汽车零部件,99.093,40045.2,26739.0
605218,伟时电子,光学光电子,50.156,25373.0,15565.0
605222,起帆电缆,电网设备,73.097,26919.2,23977.0
605228,神通科技,汽车零部件,54.721,54383.6,50308.0
605255,天普股份,汽车零部件,79.386,11121.8,5292.0
605258,协和电子,电子元件,63.008,11620.0,8201.0
605259,绿田机械,通用设备,54.208,14086.8,9973.0
605266,健之佳,医药商业,30.609,16046.8,7705.0
605268,王力安防,装修装饰,76.809,20724.2,11267.0
605277,新亚电子,消费电子,94.256,69235.4,37538.0
605286,同力日升,专用设备,69.067,25305.0,17522.0
605287,德才股份,装修装饰,43.322,17697.4,30938.0
605288,凯迪股份,专用设备,84.327,6443.6,7572.0
605289,罗曼股份,装修装饰,74.111,38692.4,20368.0
605296,神农集团,农牧饲渔,98.133,13200.8,15350.0
605298,必得科技,交运设备,79.04,7358.8,4071.0
605299,舒华体育,家用轻工,68.175,63969.4,55288.0
605300,佳禾食品,食品饮料,32.359,34964.6,44324.0
605303,园林股份,工程建设,64.865,7835.8,12441.0
605305,中际联合,工程机械,82.634,25866.6,28215.0
605318,法狮龙,装修装饰,86.94,12085.8,8243.0
605319,无锡振华,汽车零部件,62.289,10792.8,7012.0
605333,沪光股份,汽车零部件,94.867,43691.6,25061.0
605336,帅丰电器,家电行业,89.075,17215.8,9634.0
605337,李子园,食品饮料,20.045,64232.2,64812.0
605338,巴比食品,食品饮料,89.139,36908.4,11492.0
605339,南侨食品,食品饮料,77.767,14266.0,14503.0
605358,立昂微,半导体,97.646,286797.6,131095.0
605365,立达信,家电行业,75.163,14194.0,11797.0
605366,宏柏新材,化学制品,93.29,24047.2,38993.0
605368,DR蓝天燃,燃气,98.907,56854.0,94956.0
605369,拱东医疗,医疗器械,93.75,15957.2,8351.0
605376,博迁新材,小金属,99.621,45911.2,31964.0
605377,华旺科技,造纸印刷,71.129,58747.8,38862.0
605378,野马电池,电池,71.678,9713.2,5392.0
605388,均瑶健康,食品饮料,82.804,54341.4,28385.0
605389,长龄液压,工程机械,91.273,12938.2,5942.0
605398,新炬网络,互联网服务,59.607,24066.2,26364.0
605399,晨光新材,化学制品,99.337,22959.4,23056.0
605488,福莱新材,塑料制品,79.56,51540.2,41234.0
605499,东鹏饮料,食品饮料,36.128,16916.2,13042.0
605500,森林包装,造纸印刷,53.302,10026.4,7190.0
605507,国邦医药,化学制药,89.976,30083.8,23542.0
605555,德昌股份,家电行业,99.339,16611.8,20898.0
605566,福莱蒽特,化学制品,77.858,6477.2,3195.0
605567,春雪食品,食品饮料,94.65,34122.2,17137.0
605577,龙版传媒,文化传媒,0.0,272225.0,253351.0
605580,恒盛能源,电力行业,53.776,24836.4,18797.0
605588,冠石科技,半导体,66.285,10775.4,7887.0
605589,圣泉集团,化学制品,61.473,228996.8,93585.0
605598,上海港湾,工程建设,1.827,36478.6,49252.0
605599,菜百股份,珠宝首饰,49.689,145903.8,66468.0
